"Title","LocaleId","Url","Status","LastContentModifiedDate","Owner","Template","ResourceUsageCurrent","ResourceUsageAverage","StorageUsageCurrentMB","ConditionalAccessPolicy","SensitivityLabel","AllowSelfServiceUpgrade","AllowEditing","SharingAllowedDomainList","SharingBlockedDomainList","DenyAddAndCustomizePages","BlockDownloadLinksFileType","DefaultLinkPermission","DefaultSharingLinkType","DisableAppViews","DisableCompanyWideSharingLinks","DisableFlows","LimitedAccessFileType","LockState","SandboxedCodeActivationCapability","SharingCapability","ShowPeoplePickerSuggestionsForGuestUsers","SharingDomainRestrictionMode","LockIssue","WebsCount","CompatibilityLevel","DisableSharingForNonOwnersStatus","HubSiteId","IsHubSite","RelatedGroupId","GroupId","ORGID"
"7ADa_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ADa.class.8514303.2022","Active","13/08/2025 20:32:13","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0bc36b17-21d0-46b9-8d91-0e193377ea9e","0bc36b17-21d0-46b9-8d91-0e193377ea9e",
"7ADr_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ADr.class.8514303.2021","Active","13/08/2025 20:45:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4c2581e1-910b-4cab-a171-b2eb7dd552d6","4c2581e1-910b-4cab-a171-b2eb7dd552d6",
"7ADr_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ADr.class.8514303.2022","Active","13/08/2025 20:40:35","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","c9b2fc0a-df1f-4027-a988-b36819312793","c9b2fc0a-df1f-4027-a988-b36819312793",
"7ADr_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ADr.class.8514303.2023","Active","13/08/2025 20:23:47","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","09a1d337-f325-4686-8a05-0d0e6882e489","09a1d337-f325-4686-8a05-0d0e6882e489",
"7ADr_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ADr.class.8514303.2024","Active","13/08/2025 20:25:13","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ccf7621b-aa4a-438a-a113-c93726d088b2","ccf7621b-aa4a-438a-a113-c93726d088b2",
"7AGe_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AGe.class.8514303.2021","Active","13/08/2025 20:19:30","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","02464339-3fe1-4a02-b5b1-2765570ebf67","02464339-3fe1-4a02-b5b1-2765570ebf67",
"7AGe_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AGe.class.8514303.2022","Active","13/08/2025 20:40:34","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","5d71615e-1a56-470c-b177-69d6eed15004","5d71615e-1a56-470c-b177-69d6eed15004",
"7AGe_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AGe.class.8514303.2023","Active","13/08/2025 20:32:14","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","5956b1e3-728e-4ba0-bcdc-da522f235cc3","5956b1e3-728e-4ba0-bcdc-da522f235cc3",
"7AGe_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AGe.class.8514303.2024","Active","13/08/2025 20:45:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","c9d61346-6054-4917-b1cc-006ec4bfa963","c9d61346-6054-4917-b1cc-006ec4bfa963",
"7AHi_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AHi.class.8514303.2021","Active","13/08/2025 20:45:41","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","65aced45-e4fc-43ff-8f6d-e9e1180aa8c1","65aced45-e4fc-43ff-8f6d-e9e1180aa8c1",
"7AHi_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AHi.class.8514303.2022","Active","13/08/2025 20:45:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","e9d5bd4d-3878-4533-b4d7-b3989d7a9323","e9d5bd4d-3878-4533-b4d7-b3989d7a9323",
"7AHi_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AHi.class.8514303.2023","Active","13/08/2025 20:32:11","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","133404b8-1d41-42bb-810b-1f443f91486b","133404b8-1d41-42bb-810b-1f443f91486b",
"7AHi_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AHi.class.8514303.2024","Active","13/08/2025 20:20:47","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4377cdd4-08c7-4c3d-b8ce-5a1561779201","4377cdd4-08c7-4c3d-b8ce-5a1561779201",
"7ALa_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ALa.class.8514303.2024","Active","13/08/2025 20:32:11","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","bdae9ebd-f9b8-4ee1-be56-d453328bb0f3","bdae9ebd-f9b8-4ee1-be56-d453328bb0f3",
"7AMu_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AMu.class.8514303.2021","Active","13/08/2025 20:45:37","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","b7977f9d-cbf3-4f4b-a44f-72f6ada58bf9","b7977f9d-cbf3-4f4b-a44f-72f6ada58bf9",
"7AMu_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AMu.class.8514303.2022","Active","13/08/2025 20:20:45","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4c44f508-a077-4117-83fe-c2eb3a6e93e5","4c44f508-a077-4117-83fe-c2eb3a6e93e5",
"7AMu_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AMu.class.8514303.2023","Active","14/08/2025 05:55:42","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","516ee2e4-e372-4987-8e13-98efc48658b8","516ee2e4-e372-4987-8e13-98efc48658b8",
"7AMu_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7AMu.class.8514303.2024","Active","14/08/2025 05:52:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8756cf2e-5f4d-4e9c-8ce4-84bfe71329ba","8756cf2e-5f4d-4e9c-8ce4-84bfe71329ba",
"7APs_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7APs.class.8514303.2021","Active","14/08/2025 06:08:45","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","bff490be-1fc5-4358-b780-639c5c2866c0","bff490be-1fc5-4358-b780-639c5c2866c0",
"7APs_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7APs.class.8514303.2022","Active","14/08/2025 05:45:50","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","d6213305-a013-47ac-be4d-8c012279588f","d6213305-a013-47ac-be4d-8c012279588f",
"7APs_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7APs.class.8514303.2023","Active","14/08/2025 06:03:49","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2e28e500-8dce-4231-a321-5acfe89b4ef7","2e28e500-8dce-4231-a321-5acfe89b4ef7",
"7ARd_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARd.class.8514303.2023","Active","14/08/2025 06:00:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","e9e12d50-cfd8-4efb-bb2e-b3a3b2d33db3","e9e12d50-cfd8-4efb-bb2e-b3a3b2d33db3",
"7ARe_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARe.class.8514303.2021","Active","14/08/2025 05:51:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","a6c1dc5a-9818-4cca-9d11-ce4e6fd5e277","a6c1dc5a-9818-4cca-9d11-ce4e6fd5e277",
"7ARe_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARe.class.8514303.2022","Active","14/08/2025 05:57:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","1d86448d-ea3c-439d-bc90-3aeac307ecdd","1d86448d-ea3c-439d-bc90-3aeac307ecdd",
"7ARe_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARe.class.8514303.2023","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","f72db79f-390f-44c5-a45e-0b23fa0203a5","f72db79f-390f-44c5-a45e-0b23fa0203a5",
"7ARe_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARe.class.8514303.2024","Active","14/08/2025 06:00:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","30caa6b5-430c-46d6-8ba4-c7c4b920962c","30caa6b5-430c-46d6-8ba4-c7c4b920962c",
"7ARs_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARs.class.8514303.2021","Active","14/08/2025 06:11:08","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","553b9910-9dc9-413b-86fd-6a01769133f5","553b9910-9dc9-413b-86fd-6a01769133f5",
"7ARs_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ARs.class.8514303.2022","Active","14/08/2025 05:52:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2d9667cc-1c95-4a20-8457-b48bc596f1a3","2d9667cc-1c95-4a20-8457-b48bc596f1a3",
"7ASp_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ASp.class.8514303.2023","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","d36e3cd5-4f78-40a4-8e08-46ca7846c642","d36e3cd5-4f78-40a4-8e08-46ca7846c642",
"7ATe_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ATe.class.8514303.2021","Active","14/08/2025 06:11:08","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","30652372-e53c-4326-a956-e75801675984","30652372-e53c-4326-a956-e75801675984",
"7ATe_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ATe.class.8514303.2022","Active","12/08/2025 15:33:12","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","37660d37-9acf-424d-9622-4276248e95e5","37660d37-9acf-424d-9622-4276248e95e5",
"7ATe_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7ATe.class.8514303.2023","Active","14/08/2025 05:49:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","b06b571b-db4b-4aa4-ba27-4ab3934ade60","b06b571b-db4b-4aa4-ba27-4ab3934ade60",
"7B","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7B","Active","19/08/2025 00:53:22","","GROUP#0","0","0","9220","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","a6c032f9-68c2-412f-b828-d8362ba37abe","a6c032f9-68c2-412f-b828-d8362ba37abe",
"7BAd_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAd.class.8514303.2021","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ac5d6fb5-4a16-471b-9a0d-7c8ef1a29f9f","ac5d6fb5-4a16-471b-9a0d-7c8ef1a29f9f",
"7BAd_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAd.class.8514303.2022","Active","14/08/2025 06:06:08","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","6c051830-91f5-47cf-98fa-c0126b3f3ae4","6c051830-91f5-47cf-98fa-c0126b3f3ae4",
"7BAd_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAd.class.8514303.2023","Active","14/08/2025 06:06:09","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2f7db5ab-15a5-4075-8a6d-1fb88bea3efd","2f7db5ab-15a5-4075-8a6d-1fb88bea3efd",
"7BAd_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAd.class.8514303.2024","Active","14/08/2025 06:00:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","d35b106c-135a-451e-b237-ab4d05084860","d35b106c-135a-451e-b237-ab4d05084860",
"7BAr_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAr.class.8514303.2021","Active","14/08/2025 06:08:46","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","46f515c3-2cc2-4069-b8d9-d57677f11ecf","46f515c3-2cc2-4069-b8d9-d57677f11ecf",
"7BAr_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BAr.class.8514303.2022","Active","14/08/2025 06:06:09","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","f3972e45-fec2-4324-b586-7248b66b4d2c","f3972e45-fec2-4324-b586-7248b66b4d2c",
"7BCm_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BCm.class.8514303.2021","Active","15/08/2025 18:09:37","","GROUP#0","0","0","4","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","18c747b7-c987-49bd-87a1-d6948be4474c","18c747b7-c987-49bd-87a1-d6948be4474c",
"7BCm_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BCm.class.8514303.2022","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","e81210fe-924c-425e-a3d4-ee84e02fc588","e81210fe-924c-425e-a3d4-ee84e02fc588",
"7BCm_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BCm.class.8514303.2023","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8fb74810-ff97-4333-8ec5-bb72b2be0049","8fb74810-ff97-4333-8ec5-bb72b2be0049",
"7BCm_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BCm.class.8514303.2024","Active","14/08/2025 06:11:08","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","36aece23-0c5f-49c3-89a3-f9a35c1d4dda","36aece23-0c5f-49c3-89a3-f9a35c1d4dda",
"7BDa_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDa.class.8514303.2021","Active","14/08/2025 05:57:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","85d40856-e284-428e-9b4d-1c9b923badde","85d40856-e284-428e-9b4d-1c9b923badde",
"7BDa_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDa.class.8514303.2022","Active","14/08/2025 06:06:08","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","e087d663-1cfe-4503-b7ba-cd14438f79fa","e087d663-1cfe-4503-b7ba-cd14438f79fa",
"7BDr_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDr.class.8514303.2021","Active","14/08/2025 05:49:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8b127e46-1060-48f3-87e6-1e21e0b93775","8b127e46-1060-48f3-87e6-1e21e0b93775",
"7BDr_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDr.class.8514303.2022","Active","14/08/2025 06:03:49","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2c82f13d-07a0-4143-bf56-ccedc1f3fbc3","2c82f13d-07a0-4143-bf56-ccedc1f3fbc3",
"7BDr_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDr.class.8514303.2023","Active","14/08/2025 05:45:50","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","a312580c-8f32-4ad3-82fc-db3e5fa441fb","a312580c-8f32-4ad3-82fc-db3e5fa441fb",
"7BDr_Class [8514303][2024]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BDr.class.8514303.2024","Active","14/08/2025 05:51:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8cac1128-ef03-4f31-ae57-e0bc2a8bf2f0","8cac1128-ef03-4f31-ae57-e0bc2a8bf2f0",
"7BGe_Class [8514303][2021]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BGe.class.8514303.2021","Active","14/08/2025 06:03:50","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3d778705-7305-45c9-bfa8-b1d830c6178b","3d778705-7305-45c9-bfa8-b1d830c6178b",
"7BGe_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BGe.class.8514303.2022","Active","14/08/2025 05:57:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3ce91cb3-8cda-419d-8cd6-e5ade74ee2c4","3ce91cb3-8cda-419d-8cd6-e5ade74ee2c4",
"7BGe_Class [8514303][2023]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/7BGe.class.8514303.2023","Active","14/08/2025 06:08:44","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","e528a0d4-bc35-4a15-a8b8-1a960866c48b","e528a0d4-bc35-4a15-a8b8-1a960866c48b",
