"DisplayName","AccessType","PrimarySmtpAddress","GroupID","SharePointSiteURL"
"7DMu_Class [8514303][2023]","Private","7DMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DMu.class.8514303.2023"
"7DMu_Class [8514303][2024]","Private","7DMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DMu.class.8514303.2024"
"7DPs_Class [8514303][2021]","Private","7DPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DPs.class.8514303.2021"
"7DPs_Class [8514303][2022]","Private","7DPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DPs.class.8514303.2022"
"7DPs_Class [8514303][2023]","Private","7DPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DPs.class.8514303.2023"
"7DRd_Class [8514303][2023]","Private","7DRd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRd.class.8514303.2023"
"7DRe_Class [8514303][2021]","Private","7DRe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRe.class.8514303.2021"
"7DRe_Class [8514303][2022]","Private","7DRe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRe.class.8514303.2022"
"7DRe_Class [8514303][2023]","Private","7DRe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRe.class.8514303.2023"
"7DRe_Class [8514303][2024]","Private","7DRe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRe.class.8514303.2024"
"7DRs_Class [8514303][2021]","Private","7DRs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRs.class.8514303.2021"
"7DRs_Class [8514303][2022]","Private","7DRs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DRs.class.8514303.2022"
"7DSp_Class [8514303][2023]","Private","7DSp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DSp.class.8514303.2023"
"7DTe_Class [8514303][2021]","Private","7DTe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DTe.class.8514303.2021"
"7DTe_Class [8514303][2022]","Private","7DTe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DTe.class.8514303.2022"
"7DTe_Class [8514303][2023]","Private","7DTe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7DTe.class.8514303.2023"
"7E","Private","7E@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7E"
"7EAd_Class [8514303][2021]","Private","7EAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAd.class.8514303.2021"
"7EAd_Class [8514303][2022]","Private","7EAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAd.class.8514303.2022"
"7EAd_Class [8514303][2023]","Private","7EAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAd.class.8514303.2023"
"7EAd_Class [8514303][2024]","Private","7EAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAd.class.8514303.2024"
"7EAr_Class [8514303][2021]","Private","7EAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAr.class.8514303.2021"
"7EAr_Class [8514303][2022]","Private","7EAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EAr.class.8514303.2022"
"7ECm_Class [8514303][2021]","Private","7ECm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ECm.class.8514303.2021"
"7ECm_Class [8514303][2022]","Private","7ECm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ECm.class.8514303.2022"
"7ECm_Class [8514303][2023]","Private","7ECm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ECm.class.8514303.2023"
"7ECm_Class [8514303][2024]","Private","7ECm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ECm.class.8514303.2024"
"7EDa_Class [8514303][2021]","Private","7EDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDa.class.8514303.2021"
"7EDa_Class [8514303][2022]","Private","7EDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDa.class.8514303.2022"
"7EDr_Class [8514303][2021]","Private","7EDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDr.class.8514303.2021"
"7EDr_Class [8514303][2022]","Private","7EDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDr.class.8514303.2022"
"7EDr_Class [8514303][2023]","Private","7EDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDr.class.8514303.2023"
"7EDr_Class [8514303][2024]","Private","7EDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EDr.class.8514303.2024"
"7EGe_Class [8514303][2021]","Private","7EGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EGe.class.8514303.2021"
"7EGe_Class [8514303][2022]","Private","7EGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EGe.class.8514303.2022"
"7EGe_Class [8514303][2023]","Private","7EGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EGe.class.8514303.2023"
"7EGe_Class [8514303][2024]","Private","7EGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EGe.class.8514303.2024"
"7EHi_Class [8514303][2021]","Private","7EHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EHi.class.8514303.2021"
"7EHi_Class [8514303][2022]","Private","7EHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EHi.class.8514303.2022"
"7EHi_Class [8514303][2023]","Private","7EHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EHi.class.8514303.2023"
"7EHi_Class [8514303][2024]","Private","7EHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EHi.class.8514303.2024"
"7ELa_Class [8514303][2024]","Private","7ELa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ELa.class.8514303.2024"
"7EMu_Class [8514303][2021]","Private","7EMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EMu.class.8514303.2021"
"7EMu_Class [8514303][2022]","Private","7EMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EMu.class.8514303.2022"
"7EMu_Class [8514303][2023]","Private","7EMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EMu.class.8514303.2023"
"7EMu_Class [8514303][2024]","Private","7EMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EMu.class.8514303.2024"
"7EPs_Class [8514303][2021]","Private","7EPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EPs.class.8514303.2021"
"7EPs_Class [8514303][2022]","Private","7EPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EPs.class.8514303.2022"
"7EPs_Class [8514303][2023]","Private","7EPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7EPs.class.8514303.2023"
"7ERd_Class [8514303][2023]","Private","7ERd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERd.class.8514303.2023"
"7ERe_Class [8514303][2021]","Private","7ERe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERe.class.8514303.2021"
"7ERe_Class [8514303][2022]","Private","7ERe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERe.class.8514303.2022"
"7ERe_Class [8514303][2023]","Private","7ERe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERe.class.8514303.2023"
"7ERe_Class [8514303][2024]","Private","7ERe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERe.class.8514303.2024"
"7ERs_Class [8514303][2021]","Private","7ERs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERs.class.8514303.2021"
"7ERs_Class [8514303][2022]","Private","7ERs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ERs.class.8514303.2022"
"7ESp_Class [8514303][2023]","Private","7ESp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ESp.class.8514303.2023"
"7ETe_Class [8514303][2021]","Private","7ETe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ETe.class.8514303.2021"
"7ETe_Class [8514303][2022]","Private","7ETe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ETe.class.8514303.2022"
"7ETe_Class [8514303][2023]","Private","7ETe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7ETe.class.8514303.2023"
"7F","Private","7F@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7F"
"7FAd_Class [8514303][2021]","Private","7FAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAd.class.8514303.2021"
"7FAd_Class [8514303][2022]","Private","7FAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAd.class.8514303.2022"
"7FAd_Class [8514303][2023]","Private","7FAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAd.class.8514303.2023"
"7FAd_Class [8514303][2024]","Private","7FAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAd.class.8514303.2024"
"7FAr_Class [8514303][2021]","Private","7FAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAr.class.8514303.2021"
"7FAr_Class [8514303][2022]","Private","7FAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FAr.class.8514303.2022"
"7FCm_Class [8514303][2021]","Private","7FCm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FCm.class.8514303.2021"
"7FCm_Class [8514303][2022]","Private","7FCm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FCm.class.8514303.2022"
"7FCm_Class [8514303][2023]","Private","7FCm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FCm.class.8514303.2023"
"7FCm_Class [8514303][2024]","Private","7FCm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FCm.class.8514303.2024"
"7FDa_Class [8514303][2021]","Private","7FDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDa.class.8514303.2021"
"7FDa_Class [8514303][2022]","Private","7FDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDa.class.8514303.2022"
"7FDr_Class [8514303][2021]","Private","7FDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDr.class.8514303.2021"
"7FDr_Class [8514303][2022]","Private","7FDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDr.class.8514303.2022"
"7FDr_Class [8514303][2023]","Private","7FDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDr.class.8514303.2023"
"7FDr_Class [8514303][2024]","Private","7FDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FDr.class.8514303.2024"
"7FGe_Class [8514303][2021]","Private","7FGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FGe.class.8514303.2021"
"7FGe_Class [8514303][2022]","Private","7FGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FGe.class.8514303.2022"
"7FGe_Class [8514303][2023]","Private","7FGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FGe.class.8514303.2023"
"7FGe_Class [8514303][2024]","Private","7FGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FGe.class.8514303.2024"
"7FHi_Class [8514303][2021]","Private","7FHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FHi.class.8514303.2021"
"7FHi_Class [8514303][2022]","Private","7FHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FHi.class.8514303.2022"
"7FHi_Class [8514303][2023]","Private","7FHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FHi.class.8514303.2023"
"7FHi_Class [8514303][2024]","Private","7FHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FHi.class.8514303.2024"
"7FLa_Class [8514303][2024]","Private","7FLa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FLa.class.8514303.2024"
"7FMu_Class [8514303][2021]","Private","7FMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FMu.class.8514303.2021"
"7FMu_Class [8514303][2022]","Private","7FMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FMu.class.8514303.2022"
"7FMu_Class [8514303][2023]","Private","7FMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FMu.class.8514303.2023"
"7FMu_Class [8514303][2024]","Private","7FMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FMu.class.8514303.2024"
"7FPs_Class [8514303][2021]","Private","7FPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FPs.class.8514303.2021"
"7FPs_Class [8514303][2022]","Private","7FPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FPs.class.8514303.2022"
"7FPs_Class [8514303][2023]","Private","7FPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FPs.class.8514303.2023"
"7FRd_Class [8514303][2023]","Private","7FRd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRd.class.8514303.2023"
"7FRe_Class [8514303][2021]","Private","7FRe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRe.class.8514303.2021"
"7FRe_Class [8514303][2022]","Private","7FRe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRe.class.8514303.2022"
"7FRe_Class [8514303][2023]","Private","7FRe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRe.class.8514303.2023"
"7FRe_Class [8514303][2024]","Private","7FRe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRe.class.8514303.2024"
"7FRs_Class [8514303][2021]","Private","7FRs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRs.class.8514303.2021"
"7FRs_Class [8514303][2022]","Private","7FRs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FRs.class.8514303.2022"
"7FSp_Class [8514303][2023]","Private","7FSp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FSp.class.8514303.2023"
"7FTe_Class [8514303][2021]","Private","7FTe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FTe.class.8514303.2021"
"7FTe_Class [8514303][2022]","Private","7FTe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FTe.class.8514303.2022"
"7FTe_Class [8514303][2023]","Private","7FTe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7FTe.class.8514303.2023"
"7G","Private","7G@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7G"
"7GAd_Class [8514303][2021]","Private","7GAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAd.class.8514303.2021"
"7GAd_Class [8514303][2022]","Private","7GAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAd.class.8514303.2022"
"7GAd_Class [8514303][2023]","Private","7GAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAd.class.8514303.2023"
"7GAd_Class [8514303][2024]","Private","7GAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAd.class.8514303.2024"
"7GAr_Class [8514303][2021]","Private","7GAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAr.class.8514303.2021"
"7GAr_Class [8514303][2022]","Private","7GAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GAr.class.8514303.2022"
"7GCm_Class [8514303][2021]","Private","7GCm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GCm.class.8514303.2021"
"7GCm_Class [8514303][2022]","Private","7GCm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GCm.class.8514303.2022"
"7GCm_Class [8514303][2023]","Private","7GCm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GCm.class.8514303.2023"
"7GCm_Class [8514303][2024]","Private","7GCm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GCm.class.8514303.2024"
"7GDa_Class [8514303][2021]","Private","7GDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDa.class.8514303.2021"
"7GDa_Class [8514303][2022]","Private","7GDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDa.class.8514303.2022"
"7GDr_Class [8514303][2021]","Private","7GDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDr.class.8514303.2021"
"7GDr_Class [8514303][2022]","Private","7GDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDr.class.8514303.2022"
"7GDr_Class [8514303][2023]","Private","7GDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDr.class.8514303.2023"
"7GDr_Class [8514303][2024]","Private","7GDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GDr.class.8514303.2024"
"7GGe_Class [8514303][2021]","Private","7GGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GGe.class.8514303.2021"
"7GGe_Class [8514303][2022]","Private","7GGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GGe.class.8514303.2022"
"7GGe_Class [8514303][2023]","Private","7GGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GGe.class.8514303.2023"
"7GGe_Class [8514303][2024]","Private","7GGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GGe.class.8514303.2024"
"7GHi_Class [8514303][2021]","Private","7GHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GHi.class.8514303.2021"
"7GHi_Class [8514303][2022]","Private","7GHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GHi.class.8514303.2022"
"7GHi_Class [8514303][2023]","Private","7GHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GHi.class.8514303.2023"
"7GHi_Class [8514303][2024]","Private","7GHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GHi.class.8514303.2024"
"7GLa_Class [8514303][2024]","Private","7GLa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GLa.class.8514303.2024"
"7GMu_Class [8514303][2021]","Private","7GMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GMu.class.8514303.2021"
"7GMu_Class [8514303][2022]","Private","7GMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GMu.class.8514303.2022"
"7GMu_Class [8514303][2023]","Private","7GMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GMu.class.8514303.2023"
"7GMu_Class [8514303][2024]","Private","7GMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GMu.class.8514303.2024"
"7GPs_Class [8514303][2021]","Private","7GPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GPs.class.8514303.2021"
"7GPs_Class [8514303][2022]","Private","7GPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GPs.class.8514303.2022"
"7GPs_Class [8514303][2023]","Private","7GPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GPs.class.8514303.2023"
"7GRd_Class [8514303][2023]","Private","7GRd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRd.class.8514303.2023"
"7GRe_Class [8514303][2021]","Private","7GRe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRe.class.8514303.2021"
"7GRe_Class [8514303][2022]","Private","7GRe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRe.class.8514303.2022"
"7GRe_Class [8514303][2023]","Private","7GRe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRe.class.8514303.2023"
"7GRe_Class [8514303][2024]","Private","7GRe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRe.class.8514303.2024"
"7GRs_Class [8514303][2021]","Private","7GRs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/7GRs.class.8514303.2021"
